SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
68GS2060, GS, 05-May-2026, 93.60, 95.79, 95.79, 95.79, 95.79, 95.79, 95.79, 1, 0.00, 1, 1, 100.00
690GS2065, GS, 05-May-2026, 91.28, 91.32, 91.32, 90.91, 91.10, 91.10, 91.08, 102308, 93.18, 52, 96043, 93.88
695GS2061, GS, 05-May-2026, 94.30, 94.00, 94.00, 93.61, 94.00, 94.00, 93.96, 1800, 1.69, 12, 1800, 100.00
698GR2054, GS, 05-May-2026, 95.00, 95.00, 95.00, 95.00, 95.00, 95.00, 95.00, 21, 0.02, 2, 21, 100.00
699GS2051, GS, 05-May-2026, 96.01, 97.32, 97.33, 97.32, 97.33, 97.33, 97.33, 8000, 7.79, 7, 8000, 100.00
702GS2031, GS, 05-May-2026, 103.00, 103.55, 103.55, 103.00, 103.00, 103.00, 103.35, 280, 0.29, 2, 280, 100.00
706GS2028, GS, 05-May-2026, 101.85, 101.55, 101.56, 101.55, 101.56, 101.56, 101.55, 2300, 2.34, 3, 2300, 100.00
709GS2054, GS, 05-May-2026, 96.80, 96.41, 96.80, 96.41, 96.80, 96.80, 96.74, 69282, 67.02, 18, 69282, 100.00
709GS2074, GS, 05-May-2026, 96.99, 96.99, 96.99, 96.06, 96.70, 96.51, 96.73, 13, 0.01, 5, 13, 100.00
710GS2029, GS, 05-May-2026, 101.65, 101.36, 101.50, 101.17, 101.50, 101.48, 101.29, 35000, 35.45, 16, 33713, 96.32
716GS2050, GS, 05-May-2026, 98.96, 98.99, 99.00, 98.99, 99.00, 99.00, 98.99, 118, 0.12, 2, 118, 100.00
717GS2030, GS, 05-May-2026, 102.50, 101.01, 102.10, 101.01, 101.75, 101.75, 101.55, 6614, 6.72, 4, 3307, 50.00
718GS2033, GS, 05-May-2026, 102.75, 102.75, 103.80, 102.75, 103.80, 103.80, 102.90, 1100, 1.13, 4, 1100, 100.00
718GS2037, GS, 05-May-2026, 102.47, 102.47, 102.75, 102.47, 102.70, 102.70, 102.66, 44751, 45.94, 11, 42561, 95.11
724GS2055, GS, 05-May-2026, 98.30, 98.29, 98.30, 98.06, 98.30, 98.29, 98.28, 38394, 37.73, 25, 38393, 100.00
725GS2063, GS, 05-May-2026, 98.33, 98.12, 98.50, 98.00, 98.32, 98.40, 98.39, 460593, 453.17, 104, 452509, 98.24
726GS2033, GS, 05-May-2026, 103.20, 102.40, 103.10, 102.13, 103.10, 103.10, 102.51, 1595, 1.64, 4, 1395, 87.46
733GS2026, GS, 05-May-2026, 100.21, 100.21, 100.30, 100.21, 100.30, 100.29, 100.29, 4620, 4.63, 10, 4620, 100.00
734GS2064, GS, 05-May-2026, 96.65, 97.18, 97.19, 96.30, 96.50, 96.50, 96.43, 1265947, 1220.79, 1080, 1214331, 95.92
737GS2028, GS, 05-May-2026, 102.08, 101.97, 102.07, 101.51, 102.00, 102.00, 101.79, 7450, 7.58, 7, 7450, 100.00
738GS2027, GS, 05-May-2026, 104.20, 104.20, 104.22, 103.90, 104.00, 104.00, 104.04, 491462, 511.30, 53, 489362, 99.57
73GS2053, GS, 05-May-2026, 99.95, 99.90, 100.00, 98.75, 99.97, 99.00, 99.88, 11200, 11.19, 16, 11100, 99.11
740IIFCL33, N1, 05-May-2026, 1112.10, 1112.60, 1112.60, 1112.60, 1112.60, 1112.60, 1112.60, 3, 0.03, 1, 3, 100.00
741GS2036, GS, 05-May-2026, 106.39, 105.50, 105.70, 105.25, 105.70, 105.70, 105.49, 11579, 12.21, 5, 11575, 99.97
743GS2076, GS, 05-May-2026, 100.50, 100.00, 100.74, 99.00, 99.00, 99.86, 100.07, 14811, 14.82, 47, 14721, 99.39
746GS2073, GS, 05-May-2026, 103.52, 100.50, 100.50, 99.09, 100.00, 99.92, 99.96, 35894, 35.88, 45, 35890, 99.99
74GS2035, GS, 05-May-2026, 100.34, 101.00, 101.00, 101.00, 101.00, 101.00, 101.00, 4099, 4.14, 5, 4099, 100.00
74GS2062, GS, 05-May-2026, 99.01, 97.11, 97.11, 97.11, 97.11, 97.11, 97.11, 30, 0.03, 1, 30, 100.00
750GS2056, GS, 05-May-2026, 99.00, 98.50, 99.00, 95.00, 98.50, 98.50, 97.23, 5656, 5.50, 10, 5656, 100.00
754GS2036, GS, 05-May-2026, 106.97, 106.91, 106.99, 106.75, 106.90, 106.86, 106.87, 1079599, 1153.74, 324, 1023399, 94.79
757GS2033, GS, 05-May-2026, 105.00, 105.00, 105.00, 105.00, 105.00, 105.00, 105.00, 1977, 2.08, 1, 1977, 100.00
772GS2049, GS, 05-May-2026, 106.55, 101.80, 101.80, 101.80, 101.80, 101.80, 101.80, 1, 0.00, 1, 1, 100.00
828GS2027, GS, 05-May-2026, 146.10, 153.40, 153.40, 138.80, 138.80, 138.80, 146.92, 1202, 1.77, 5, 1201, 99.92
92GS2030, GS, 05-May-2026, 112.08, 112.00, 112.01, 111.50, 111.90, 111.90, 111.80, 5918, 6.62, 11, 5914, 99.93
A2ZINFRA, BE, 05-May-2026, 16.91, 16.98, 16.98, 16.40, 16.50, 16.49, 16.59, 175370, 29.10, 267, -, -
AAATECH, EQ, 05-May-2026, 99.80, 99.07, 103.00, 99.07, 101.85, 101.57, 101.37, 24709, 25.05, 478, 16084, 65.09
AADHARHFC, EQ, 05-May-2026, 499.55, 499.50, 523.00, 494.10, 519.50, 517.45, 513.28, 824523, 4232.11, 20567, 351748, 42.66
AAKAAR, ST, 05-May-2026, 54.50, 54.50, 54.50, 53.00, 54.00, 54.00, 53.76, 9600, 5.16, 5, 8000, 83.33
AAKASH, BE, 05-May-2026, 8.19, 8.10, 8.28, 8.01, 8.14, 8.13, 8.08, 41845, 3.38, 299, -, -
AAREYDRUGS, BE, 05-May-2026, 91.14, 90.00, 91.50, 88.00, 90.88, 90.47, 90.26, 79371, 71.64, 215, -, -
AARNAV, EQ, 05-May-2026, 23.16, 23.59, 23.64, 22.95, 23.20, 23.22, 23.06, 5072, 1.17, 166, 3659, 72.14
AARON, EQ, 05-May-2026, 138.44, 138.50, 139.99, 136.10, 138.79, 137.21, 137.99, 5065, 6.99, 200, 3222, 63.61
AARTECH, EQ, 05-May-2026, 48.06, 47.60, 48.51, 47.55, 48.46, 47.96, 48.02, 27265, 13.09, 384, 9982, 36.61
AARTIDRUGS, EQ, 05-May-2026, 395.85, 398.00, 398.80, 388.15, 392.00, 391.35, 391.11, 173185, 677.34, 6115, 86036, 49.68
AARTIIND, EQ, 05-May-2026, 513.10, 513.05, 513.10, 475.55, 486.80, 488.00, 486.73, 5630640, 27406.17, 140456, 1834211, 32.58
AARTIPHARM, EQ, 05-May-2026, 806.10, 811.00, 814.00, 759.10, 770.00, 767.45, 784.50, 443121, 3476.30, 20381, 225432, 50.87
AARTISURF, EQ, 05-May-2026, 423.00, 426.15, 441.10, 420.00, 424.50, 423.90, 430.15, 10568, 45.46, 953, 4750, 44.95
AARTISURF, P1, 05-May-2026, 253.00, 248.00, 248.00, 248.00, 248.00, 248.00, 248.00, 28, 0.07, 6, 28, 100.00
AARVI, EQ, 05-May-2026, 125.12, 126.00, 127.58, 125.06, 126.30, 126.54, 126.39, 10565, 13.35, 203, 5851, 55.38
AAVAS, EQ, 05-May-2026, 1381.60, 1375.00, 1459.40, 1374.70, 1448.00, 1445.80, 1419.13, 220936, 3135.38, 17561, 113200, 51.24
ABAN, BE, 05-May-2026, 17.15, 16.30, 16.30, 16.30, 16.30, 16.30, 16.30, 92668, 15.10, 393, -, -
ABANSENT, BE, 05-May-2026, 47.96, 48.85, 48.85, 45.57, 45.57, 45.57, 46.62, 18833, 8.78, 183, -, -
ABB, EQ, 05-May-2026, 7236.50, 7248.00, 7349.00, 7215.00, 7338.00, 7328.00, 7293.02, 324323, 23652.93, 41444, 171299, 52.82
ABBOTINDIA, EQ, 05-May-2026, 25415.00, 25420.00, 25575.00, 25175.00, 25385.00, 25305.00, 25334.95, 9490, 2404.29, 3787, 6592, 69.46
ABCAPITAL, EQ, 05-May-2026, 345.85, 347.20, 363.75, 346.50, 360.50, 360.85, 359.01, 15428401, 55389.72, 143057, 4967484, 32.20
ABCOTS, EQ, 05-May-2026, 216.98, 213.64, 222.60, 213.58, 215.00, 215.91, 217.81, 60514, 131.80, 2381, 27496, 45.44
ABDL, EQ, 05-May-2026, 537.15, 536.80, 547.55, 533.10, 542.00, 539.05, 539.50, 311070, 1678.22, 6091, 236946, 76.17
ABFRL, EQ, 05-May-2026, 65.93, 65.05, 65.35, 63.51, 63.96, 63.99, 64.25, 5748983, 3693.90, 27719, 2643986, 45.99
ABGSEC, EQ, 05-May-2026, 111.06, 111.07, 111.07, 111.07, 111.07, 111.07, 111.07, 9, 0.01, 2, 9, 100.00
ABHAPOWER, SM, 05-May-2026, 30.65, 30.05, 31.50, 30.05, 31.50, 31.50, 31.03, 11200, 3.48, 7, 8000, 71.43
ABINFRA, EQ, 05-May-2026, 15.36, 15.16, 15.58, 14.90, 15.09, 15.01, 15.11, 304820, 46.04, 787, 203718, 66.83
ABLBL, EQ, 05-May-2026, 102.69, 102.75, 105.61, 101.00, 104.20, 104.79, 102.80, 1805705, 1856.24, 23085, 575478, 31.87
ABMINTLLTD, BE, 05-May-2026, 43.69, 43.69, 43.70, 41.52, 41.52, 41.73, 43.55, 135, 0.06, 4, -, -
ABMKNO, EQ, 05-May-2026, 229.97, 229.97, 230.00, 220.50, 230.00, 229.98, 225.93, 764, 1.73, 100, 760, 99.48
ABREL, EQ, 05-May-2026, 1494.50, 1500.00, 1507.80, 1460.00, 1482.50, 1482.40, 1479.51, 141551, 2094.26, 27033, 70189, 49.59
ABSL10BANK, EQ, 05-May-2026, 163.35, 163.00, 163.60, 161.46, 162.30, 162.46, 162.04, 476, 0.77, 37, 471, 98.95
ABSLAMC, EQ, 05-May-2026, 1039.80, 1038.00, 1081.80, 1030.00, 1065.00, 1064.60, 1066.05, 875420, 9332.40, 45435, 516673, 59.02
ABSLBANETF, EQ, 05-May-2026, 55.92, 56.49, 56.49, 55.40, 55.82, 55.73, 55.66, 20083, 11.18, 396, 9792, 48.76
ABSLLIQUID, EQ, 05-May-2026, 999.99, 999.99, 1000.01, 999.99, 1000.00, 1000.00, 999.99, 7243, 72.43, 20, 4123, 56.92
ABSLMSCIN, EQ, 05-May-2026, 28.97, 29.11, 29.18, 29.04, 29.18, 29.18, 29.05, 295, 0.09, 4, 295, 100.00
ABSLNN50ET, EQ, 05-May-2026, 73.55, 73.19, 74.20, 73.19, 73.99, 73.91, 73.85, 4503, 3.33, 183, 3894, 86.48
ABSLPSE, EQ, 05-May-2026, 11.09, 10.81, 11.39, 10.81, 11.05, 11.03, 11.05, 313151, 34.61, 415, 180070, 57.50
ABSMARINE, SM, 05-May-2026, 229.55, 224.00, 234.00, 224.00, 230.00, 230.50, 230.47, 26000, 59.92, 47, 19500, 75.00
ACC, EQ, 05-May-2026, 1398.20, 1396.10, 1396.10, 1375.10, 1395.00, 1392.60, 1386.84, 316020, 4382.69, 15501, 158390, 50.12
ACCELYA, EQ, 05-May-2026, 1149.80, 1155.00, 1167.00, 1145.40, 1148.00, 1151.00, 1154.24, 11106, 128.19, 1238, 6818, 61.39
ACCENTMIC, SM, 05-May-2026, 437.95, 438.40, 449.20, 438.00, 448.50, 447.95, 443.76, 20000, 88.75, 37, 15000, 75.00
ACCORD, ST, 05-May-2026, 45.95, 43.70, 43.70, 43.70, 43.70, 43.70, 43.70, 8000, 3.50, 4, 8000, 100.00
ACCPL, ST, 05-May-2026, 114.05, 114.05, 114.05, 108.35, 109.90, 109.40, 108.81, 82800, 90.09, 58, 76800, 92.75
ACCURACY, BE, 05-May-2026, 5.07, 5.04, 5.10, 4.96, 5.07, 5.01, 4.98, 172236, 8.58, 191, -, -
ACE, EQ, 05-May-2026, 889.75, 889.75, 896.45, 877.05, 884.70, 882.05, 885.59, 134926, 1194.89, 9280, 71985, 53.35
ACEINTEG, EQ, 05-May-2026, 20.98, 20.94, 22.00, 20.91, 21.29, 21.55, 21.62, 13409, 2.90, 74, 5278, 39.36
ACETEC, SM, 05-May-2026, 129.00, 126.00, 126.00, 126.00, 126.00, 126.00, 126.00, 1200, 1.51, 1, 1200, 100.00
ACI, EQ, 05-May-2026, 625.20, 619.05, 625.50, 614.65, 620.05, 621.60, 620.20, 209012, 1296.30, 7567, 149678, 71.61
ACL, EQ, 05-May-2026, 56.32, 56.32, 56.32, 54.50, 55.66, 55.33, 55.10, 15246, 8.40, 504, 7238, 47.47
ACMESOLAR, EQ, 05-May-2026, 298.75, 301.80, 307.30, 292.85, 297.40, 295.50, 299.62, 927035, 2777.62, 18980, 290853, 31.37
ACSTECH, EQ, 05-May-2026, 37.52, 36.77, 38.27, 36.77, 37.98, 37.83, 37.41, 66225, 24.77, 353, 49692, 75.04
ACUTAAS, EQ, 05-May-2026, 2676.40, 2680.00, 2720.00, 2604.50, 2670.00, 2656.70, 2647.01, 558776, 14790.84, 61669, 264061, 47.26
ADANIENSOL, EQ, 05-May-2026, 1398.40, 1394.60, 1438.00, 1377.00, 1408.50, 1409.60, 1405.74, 5440472, 76478.84, 93726, 3129055, 57.51
ADANIENT, EQ, 05-May-2026, 2485.70, 2470.00, 2511.90, 2450.00, 2462.00, 2462.00, 2479.69, 1622580, 40234.91, 62556, 310994, 19.17
ADANIGREEN, EQ, 05-May-2026, 1290.70, 1291.00, 1339.00, 1284.20, 1331.00, 1331.40, 1317.74, 4473238, 58945.51, 87932, 997615, 22.30
ADANIPORTS, EQ, 05-May-2026, 1742.60, 1749.80, 1757.40, 1718.70, 1726.80, 1725.00, 1735.87, 4357699, 75643.87, 117168, 1664812, 38.20
ADANIPOWER, EQ, 05-May-2026, 227.30, 227.97, 234.40, 227.30, 229.95, 229.96, 230.77, 43045308, 99337.55, 190420, 10807267, 25.11
ADDICTIVE, SM, 05-May-2026, 90.00, 85.75, 86.00, 85.50, 85.50, 85.50, 85.64, 7000, 6.00, 14, 5000, 71.43
ADFFOODS, EQ, 05-May-2026, 259.15, 255.40, 264.85, 254.00, 264.00, 262.55, 259.84, 84659, 219.98, 2005, 44136, 52.13
ADISOFT, ST, 05-May-2026, 226.00, 237.30, 237.30, 226.00, 235.05, 237.10, 235.72, 848000, 1998.92, 670, 751200, 88.58
ADL, EQ, 05-May-2026, 74.03, 78.40, 78.40, 76.00, 77.00, 76.99, 76.98, 416, 0.32, 17, 206, 49.52
ADOR, EQ, 05-May-2026, 1063.10, 1063.10, 1099.00, 1063.10, 1072.00, 1073.90, 1082.69, 66412, 719.04, 5556, 33606, 50.60
ADROITINFO, EQ, 05-May-2026, 9.67, 9.67, 10.30, 9.67, 9.96, 9.97, 10.10, 152763, 15.42, 351, 126026, 82.50
ADSL, EQ, 05-May-2026, 116.25, 116.90, 137.49, 116.00, 136.20, 135.01, 131.41, 6485856, 8523.36, 52551, 780860, 12.04
ADVAIT, EQ, 05-May-2026, 2039.10, 2058.40, 2059.90, 2007.00, 2033.00, 2030.40, 2037.77, 23423, 477.31, 3336, 12499, 53.36
ADVANCE, EQ, 05-May-2026, 110.45, 111.33, 111.33, 108.50, 109.01, 109.35, 109.53, 101447, 111.12, 635, 47986, 47.30
ADVANIHOTR, EQ, 05-May-2026, 55.15, 55.20, 55.50, 54.53, 55.00, 55.14, 55.06, 48226, 26.55, 439, 40985, 84.99
ADVENTHTL, EQ, 05-May-2026, 164.66, 165.00, 165.10, 157.41, 158.89, 158.40, 159.82, 109161, 174.46, 3561, 59679, 54.67
ADVENZYMES, EQ, 05-May-2026, 353.65, 351.65, 366.95, 350.10, 356.70, 357.65, 359.96, 412429, 1484.60, 14005, 210408, 51.02
AEGISLOG, EQ, 05-May-2026, 718.40, 721.00, 721.00, 706.00, 710.10, 708.55, 710.20, 196708, 1397.03, 8278, 74365, 37.80
AEGISVOPAK, EQ, 05-May-2026, 193.94, 194.95, 198.00, 192.70, 195.50, 194.91, 194.85, 379078, 738.65, 9467, 146093, 38.54
AEPL, BE, 05-May-2026, 18.80, 19.00, 19.00, 18.10, 18.60, 18.41, 18.36, 5739, 1.05, 55, -, -
AEQUS, EQ, 05-May-2026, 196.00, 197.10, 201.20, 192.10, 192.90, 193.25, 195.80, 1428823, 2797.67, 31391, 553145, 38.71
AEROENTER, EQ, 05-May-2026, 93.01, 93.01, 95.50, 92.07, 94.88, 94.48, 94.14, 362717, 341.48, 1498, 149903, 41.33
AEROFLEX, EQ, 05-May-2026, 302.35, 303.00, 321.40, 302.20, 321.00, 318.05, 313.60, 3303048, 10358.34, 34718, 1221275, 36.97
AERON, SM, 05-May-2026, 99.45, 98.05, 98.15, 92.50, 94.80, 94.75, 94.83, 9000, 8.54, 9, 6000, 66.67
AERONEU, EQ, 05-May-2026, 86.08, 86.00, 87.40, 83.71, 83.90, 84.30, 85.40, 72334, 61.77, 992, 6446, 8.91
AESTHETIK, SM, 05-May-2026, 73.85, 73.00, 74.05, 73.00, 74.05, 74.05, 73.79, 8000, 5.90, 8, 5000, 62.50
AETHER, EQ, 05-May-2026, 1252.00, 1256.00, 1273.60, 1185.10, 1227.00, 1221.50, 1221.57, 522145, 6378.36, 43615, 185429, 35.51
AFCONS, EQ, 05-May-2026, 342.05, 348.70, 356.45, 337.85, 343.30, 346.00, 346.05, 2136416, 7393.02, 49681, 338084, 15.82
AFFLE, EQ, 05-May-2026, 1420.00, 1424.90, 1436.00, 1397.00, 1417.80, 1415.60, 1413.17, 170617, 2411.11, 17490, 112920, 66.18
AFFORDABLE, BE, 05-May-2026, 175.48, 175.48, 176.90, 172.55, 173.80, 173.70, 174.20, 9086, 15.83, 196, -, -
AFIL, BE, 05-May-2026, 9.28, 9.20, 9.32, 8.90, 9.00, 8.99, 9.04, 711948, 64.34, 686, -, -
AFSL, EQ, 05-May-2026, 203.60, 203.60, 208.00, 201.00, 201.45, 201.08, 201.60, 31209, 62.92, 321, 25561, 81.90
AGARIND, EQ, 05-May-2026, 420.55, 419.60, 422.50, 408.90, 410.90, 412.80, 414.86, 26696, 110.75, 1239, 11468, 42.96
AGARWALEYE, EQ, 05-May-2026, 452.55, 449.40, 459.90, 446.00, 453.50, 456.65, 453.40, 59780, 271.04, 4304, 20863, 34.90
AGARWALFT, ST, 05-May-2026, 37.90, 36.05, 36.05, 36.05, 36.05, 36.05, 36.05, 1500, 0.54, 1, 1500, 100.00
AGARWALTUF, SM, 05-May-2026, 116.65, 116.75, 124.00, 115.00, 120.25, 119.85, 118.09, 27600, 32.59, 22, 20400, 73.91
AGI, EQ, 05-May-2026, 632.60, 629.00, 635.95, 614.20, 622.50, 621.00, 622.66, 383686, 2389.05, 10526, 106906, 27.86
AGIIL, EQ, 05-May-2026, 407.25, 406.90, 415.00, 364.25, 368.95, 367.75, 381.58, 6141064, 23433.19, 64561, 1118582, 18.21
AGNI, SM, 05-May-2026, 22.05, 21.25, 22.00, 21.20, 21.20, 21.20, 21.55, 12500, 2.69, 5, 7500, 60.00
AGRITECH, EQ, 05-May-2026, 111.00, 113.40, 113.40, 108.04, 109.68, 109.32, 109.60, 3894, 4.27, 111, 2363, 60.68
AGROPHOS, EQ, 05-May-2026, 31.42, 31.98, 31.98, 30.20, 31.25, 31.10, 31.16, 11992, 3.74, 202, 9016, 75.18
AHCL, EQ, 05-May-2026, 13.11, 13.11, 13.65, 12.99, 13.17, 13.12, 13.26, 1560059, 206.91, 2685, 829844, 53.19
AHLADA, EQ, 05-May-2026, 46.33, 46.33, 46.39, 44.80, 45.00, 44.91, 45.08, 9234, 4.16, 86, 5112, 55.36
AHLEAST, EQ, 05-May-2026, 161.68, 161.68, 162.53, 156.25, 158.00, 158.74, 158.75, 3817, 6.06, 149, 2679, 70.19
AHLUCONT, EQ, 05-May-2026, 875.00, 871.00, 901.85, 871.00, 878.00, 877.75, 887.03, 50993, 452.32, 2589, 26038, 51.06
AHLWEST, BE, 05-May-2026, 379.80, 398.75, 398.75, 398.75, 398.75, 398.75, 398.75, 2179, 8.69, 24, -, -
AIAENG, EQ, 05-May-2026, 3958.10, 3960.00, 3967.70, 3844.20, 3889.00, 3876.40, 3903.59, 23157, 903.96, 5936, 10524, 45.45
AIIL, EQ, 05-May-2026, 464.05, 462.05, 464.40, 449.10, 453.75, 452.95, 453.82, 211863, 961.47, 13693, 91486, 43.18
AILIMITED, ST, 05-May-2026, 41.40, 42.00, 43.00, 42.00, 43.00, 42.50, 42.50, 3000, 1.28, 2, 3000, 100.00
AIMTRON, SM, 05-May-2026, 1113.95, 1112.00, 1152.00, 1101.00, 1104.00, 1112.10, 1125.22, 36400, 409.58, 168, 22800, 62.64
AIRAN, EQ, 05-May-2026, 16.86, 16.78, 17.04, 15.36, 16.40, 16.26, 16.22, 86141, 13.97, 553, 52092, 60.47
AIROLAM, EQ, 05-May-2026, 86.25, 86.68, 87.00, 83.07, 86.70, 86.70, 84.78, 641, 0.54, 41, 439, 68.49
AISL, SM, 05-May-2026, 56.95, 54.35, 57.45, 54.35, 57.45, 57.45, 56.42, 1800, 1.02, 3, 600, 33.33
AJANTPHARM, EQ, 05-May-2026, 2900.70, 2910.00, 2924.20, 2855.60, 2900.00, 2897.60, 2893.11, 82841, 2396.68, 18915, 38585, 46.58
AJAXENGG, EQ, 05-May-2026, 530.80, 534.95, 537.20, 527.95, 528.30, 533.40, 533.81, 34941, 186.52, 3220, 20900, 59.82
AJMERA, EQ, 05-May-2026, 126.19, 125.10, 126.00, 120.32, 122.00, 121.22, 123.02, 295960, 364.10, 2818, 147664, 49.89
AJOONI, EQ, 05-May-2026, 4.27, 4.27, 4.32, 4.23, 4.32, 4.29, 4.27, 302787, 12.92, 333, 209178, 69.08
AKANKSHA, SM, 05-May-2026, 103.45, 104.00, 105.50, 102.00, 103.85, 103.85, 103.59, 9000, 9.32, 9, 9000, 100.00
AKASH, EQ, 05-May-2026, 26.83, 27.89, 27.89, 26.27, 26.99, 26.99, 26.84, 3659, 0.98, 70, 2485, 67.91
AKCAPIT, EQ, 05-May-2026, 1619.90, 1619.90, 1619.90, 1575.10, 1582.90, 1584.70, 1595.06, 367, 5.85, 66, 224, 61.04
AKG, EQ, 05-May-2026, 11.11, 11.11, 13.30, 11.11, 11.90, 11.90, 12.45, 231402, 28.82, 991, 98921, 42.75
AKI, EQ, 05-May-2026, 5.16, 5.10, 5.26, 5.10, 5.14, 5.16, 5.20, 29670, 1.54, 129, 24222, 81.64
AKIKO, ST, 05-May-2026, 243.60, 255.00, 255.75, 255.00, 255.75, 255.75, 255.67, 32000, 81.81, 31, 32000, 100.00
AKSHAR, EQ, 05-May-2026, 0.47, 0.47, 0.48, 0.47, 0.48, 0.47, 0.48, 469906, 2.24, 210, 165903, 35.31
AKSHARCHEM, EQ, 05-May-2026, 197.54, 197.00, 208.50, 197.00, 208.00, 207.54, 205.00, 2557, 5.24, 138, 1663, 65.04
AKSHOPTFBR, BE, 05-May-2026, 6.07, 6.19, 6.37, 6.02, 6.36, 6.36, 6.24, 405876, 25.31, 494, -, -
AKUMS, EQ, 05-May-2026, 559.15, 560.00, 562.10, 550.00, 553.60, 552.80, 554.21, 89269, 494.74, 6468, 50780, 56.88
ALANKIT, EQ, 05-May-2026, 9.25, 9.27, 9.35, 9.06, 9.08, 9.15, 9.20, 128593, 11.83, 591, 94787, 73.71
ALBERTDAVD, EQ, 05-May-2026, 731.70, 736.70, 762.30, 724.80, 762.00, 758.60, 746.99, 7889, 58.93, 694, 5167, 65.50
ALEMBICLTD, EQ, 05-May-2026, 91.57, 91.57, 92.55, 90.10, 91.11, 91.13, 91.06, 137727, 125.41, 1832, 76785, 55.75
ALGOQUANT, EQ, 05-May-2026, 56.98, 57.82, 57.86, 55.86, 57.30, 57.28, 56.66, 1303018, 738.31, 3577, 157580, 12.09
ALICON, EQ, 05-May-2026, 712.15, 723.45, 734.00, 698.60, 719.35, 723.60, 716.41, 10541, 75.52, 1005, 5001, 47.44
ALIVUS, EQ, 05-May-2026, 1069.20, 1060.80, 1092.20, 1060.80, 1079.00, 1076.60, 1078.48, 101571, 1095.42, 10328, 46977, 46.25
ALKALI, EQ, 05-May-2026, 66.78, 66.71, 68.50, 65.35, 66.77, 66.66, 66.99, 7628, 5.11, 116, 5024, 65.86
